,Hero,Role,Pick_rate,Win_rate,Tie_Rate,On_fire,Platform,Rank,Date
135,LÃºcio,SUPPORT,4.12,52.47,1.97,12.03,PC,Platinum,2020-05-24 11:57:34.194215
136,Roadhog,TANK,3.7,50.96,1.75,10.12,PC,Platinum,2020-05-24 11:57:34.194215
137,Genji,DAMAGE,3.41,51.07,2.31,12.4,PC,Platinum,2020-05-24 11:57:34.194215
138,Sigma,TANK,2.69,51.17,2.27,13.64,PC,Platinum,2020-05-24 11:57:34.194215
139,Wrecking Ball,TANK,2.2,51.69,1.76,3.18,PC,Platinum,2020-05-24 11:57:34.194215
140,Soldier: 76,DAMAGE,2.17,51.94,1.97,10.03,PC,Platinum,2020-05-24 11:57:34.194215
141,Echo,DAMAGE,2.0,51.3,1.96,7.69,PC,Platinum,2020-05-24 11:57:34.194215
142,Winston,TANK,1.88,47.48,1.61,6.5,PC,Platinum,2020-05-24 11:57:34.194215
143,Doomfist,DAMAGE,1.79,53.73,1.91,7.44,PC,Platinum,2020-05-24 11:57:34.194215
144,Baptiste,SUPPORT,1.73,47.42,2.66,12.01,PC,Platinum,2020-05-24 11:57:34.194215
145,Hanzo,DAMAGE,1.68,47.65,2.26,10.89,PC,Platinum,2020-05-24 11:57:34.194215
146,Brigitte,SUPPORT,1.67,56.68,1.49,7.15,PC,Platinum,2020-05-24 11:57:34.194215
147,Tracer,DAMAGE,1.63,48.92,1.33,7.44,PC,Platinum,2020-05-24 11:57:34.194215
148,Reaper,DAMAGE,1.62,52.49,1.86,13.09,PC,Platinum,2020-05-24 11:57:34.194215
149,D.Va,TANK,1.57,49.53,1.85,6.69,PC,Platinum,2020-05-24 11:57:34.194215
150,Zenyatta,SUPPORT,1.51,54.7,1.77,8.13,PC,Platinum,2020-05-24 11:57:34.194215
151,Junkrat,DAMAGE,1.5,54.83,3.03,11.28,PC,Platinum,2020-05-24 11:57:34.194215
152,Widowmaker,DAMAGE,1.42,50.54,1.66,7.21,PC,Platinum,2020-05-24 11:57:34.194215
153,Pharah,DAMAGE,1.27,55.72,1.8,15.97,PC,Platinum,2020-05-24 11:57:34.194215
154,Orisa,TANK,1.14,50.83,1.56,7.22,PC,Platinum,2020-05-24 11:57:34.194215
155,Torbjörn,DAMAGE,0.98,58.67,2.86,7.45,PC,Platinum,2020-05-24 11:57:34.194215
156,Mei,DAMAGE,0.65,50.52,2.8,5.98,PC,Platinum,2020-05-24 11:57:34.194215
157,Symmetra,DAMAGE,0.59,58.79,2.83,9.05,PC,Platinum,2020-05-24 11:57:34.194215
158,Sombra,DAMAGE,0.47,48.14,1.68,12.42,PC,Platinum,2020-05-24 11:57:34.194215
159,Bastion,DAMAGE,0.22,56.69,1.6,15.62,PC,Platinum,2020-05-24 11:57:34.194215
160,Reinhardt,TANK,13.57,53.54,2.66,7.13,PC,Diamond,2020-05-24 11:58:23.985963
161,Ana,SUPPORT,12.88,52.25,2.32,10.83,PC,Diamond,2020-05-24 11:58:23.985963
162,Zarya,TANK,8.74,55.04,2.63,14.53,PC,Diamond,2020-05-24 11:58:23.985963
163,Moira,SUPPORT,6.34,51.74,2.45,10.77,PC,Diamond,2020-05-24 11:58:23.985963
164,McCree,DAMAGE,5.57,49.42,1.99,8.81,PC,Diamond,2020-05-24 11:58:23.985963
165,Mercy,SUPPORT,5.19,53.88,2.15,2.87,PC,Diamond,2020-05-24 11:58:23.985963
166,LÃºcio,SUPPORT,5.02,52.28,2.38,11.79,PC,Diamond,2020-05-24 11:58:23.985963
167,Ashe,DAMAGE,3.99,54.93,2.28,11.07,PC,Diamond,2020-05-24 11:58:23.985963
168,Roadhog,TANK,3.66,52.05,1.55,10.44,PC,Diamond,2020-05-24 11:58:23.985963
169,Genji,DAMAGE,3.46,52.93,2.18,13.3,PC,Diamond,2020-05-24 11:58:23.985963
170,Sigma,TANK,2.97,53.0,2.16,14.27,PC,Diamond,2020-05-24 11:58:23.985963
171,Wrecking Ball,TANK,2.31,53.23,1.73,3.2,PC,Diamond,2020-05-24 11:58:23.985963
172,Brigitte,SUPPORT,2.07,57.73,1.93,6.01,PC,Diamond,2020-05-24 11:58:23.985963
173,Tracer,DAMAGE,2.05,51.04,1.58,7.37,PC,Diamond,2020-05-24 11:58:23.985963
174,Echo,DAMAGE,1.99,54.19,2.13,7.74,PC,Diamond,2020-05-24 11:58:23.985963
175,Winston,TANK,1.99,49.35,1.92,6.54,PC,Diamond,2020-05-24 11:58:23.985963
176,Hanzo,DAMAGE,1.96,48.16,2.07,11.05,PC,Diamond,2020-05-24 11:58:23.985963
177,Widowmaker,DAMAGE,1.95,51.81,1.47,7.0,PC,Diamond,2020-05-24 11:58:23.985963
178,Soldier: 76,DAMAGE,1.85,53.39,1.92,9.52,PC,Diamond,2020-05-24 11:58:23.985963
179,Doomfist,DAMAGE,1.76,54.33,1.86,7.17,PC,Diamond,2020-05-24 11:58:23.985963
180,Baptiste,SUPPORT,1.56,48.95,2.79,12.5,PC,Diamond,2020-05-24 11:58:23.985963
181,Zenyatta,SUPPORT,1.48,56.84,1.66,7.11,PC,Diamond,2020-05-24 11:58:23.985963
182,D.Va,TANK,1.35,48.66,2.12,6.26,PC,Diamond,2020-05-24 11:58:23.985963
183,Torbjörn,DAMAGE,1.14,56.24,2.5,6.57,PC,Diamond,2020-05-24 11:58:23.985963
184,Orisa,TANK,1.14,49.17,1.36,7.33,PC,Diamond,2020-05-24 11:58:23.985963
185,Reaper,DAMAGE,0.96,53.65,1.71,12.52,PC,Diamond,2020-05-24 11:58:23.985963
186,Pharah,DAMAGE,0.81,55.99,1.57,17.39,PC,Diamond,2020-05-24 11:58:23.985963
187,Junkrat,DAMAGE,0.76,58.21,2.4,10.18,PC,Diamond,2020-05-24 11:58:23.985963
188,Mei,DAMAGE,0.57,49.54,3.38,5.89,PC,Diamond,2020-05-24 11:58:23.985963
189,Symmetra,DAMAGE,0.42,57.87,2.36,7.98,PC,Diamond,2020-05-24 11:58:23.985963
190,Sombra,DAMAGE,0.38,51.91,1.7,13.02,PC,Diamond,2020-05-24 11:58:23.985963
191,Bastion,DAMAGE,0.14,56.19,2.61,15.9,PC,Diamond,2020-05-24 11:58:23.985963
192,Reinhardt,TANK,13.46,54.65,2.34,6.76,PC,Master,2020-05-24 11:59:13.886732
193,Ana,SUPPORT,12.45,52.46,2.41,10.73,PC,Master,2020-05-24 11:59:13.886732
194,Zarya,TANK,7.38,54.39,2.48,14.34,PC,Master,2020-05-24 11:59:13.886732
195,LÃºcio,SUPPORT,6.1,51.49,2.02,11.32,PC,Master,2020-05-24 11:59:13.886732
196,McCree,DAMAGE,5.31,48.87,1.76,8.28,PC,Master,2020-05-24 11:59:13.886732
197,Mercy,SUPPORT,5.1,52.95,2.34,2.61,PC,Master,2020-05-24 11:59:13.886732
198,Moira,SUPPORT,4.51,49.95,2.47,10.51,PC,Master,2020-05-24 11:59:13.886732
199,Ashe,DAMAGE,3.71,57.11,2.05,11.63,PC,Master,2020-05-24 11:59:13.886732
200,Brigitte,SUPPORT,3.47,53.86,2.34,4.92,PC,Master,2020-05-24 11:59:13.886732
201,Sigma,TANK,3.38,49.71,1.76,12.66,PC,Master,2020-05-24 11:59:13.886732
202,Roadhog,TANK,3.05,51.43,1.87,9.84,PC,Master,2020-05-24 11:59:13.886732
203,Genji,DAMAGE,3.03,54.1,2.37,12.49,PC,Master,2020-05-24 11:59:13.886732
204,Wrecking Ball,TANK,2.97,50.9,1.46,3.3,PC,Master,2020-05-24 11:59:13.886732
205,Hanzo,DAMAGE,2.7,46.34,1.91,10.24,PC,Master,2020-05-24 11:59:13.886732
206,Widowmaker,DAMAGE,2.51,52.84,1.94,7.11,PC,Master,2020-05-24 11:59:13.886732
207,Tracer,DAMAGE,2.48,52.69,1.48,6.78,PC,Master,2020-05-24 11:59:13.886732
208,Winston,TANK,2.32,51.52,1.99,6.13,PC,Master,2020-05-24 11:59:13.886732
209,Orisa,TANK,1.86,48.13,2.55,7.01,PC,Master,2020-05-24 11:59:13.886732
210,Doomfist,DAMAGE,1.83,53.71,1.93,5.91,PC,Master,2020-05-24 11:59:13.886732
211,Echo,DAMAGE,1.74,52.74,1.71,7.69,PC,Master,2020-05-24 11:59:13.886732
212,Torbjörn,DAMAGE,1.49,57.82,2.54,6.52,PC,Master,2020-05-24 11:59:13.886732
213,Soldier: 76,DAMAGE,1.46,49.95,1.49,8.53,PC,Master,2020-05-24 11:59:13.886732
214,D.Va,TANK,1.41,51.03,2.02,4.87,PC,Master,2020-05-24 11:59:13.886732
215,Baptiste,SUPPORT,1.38,46.79,1.58,13.72,PC,Master,2020-05-24 11:59:13.886732
216,Zenyatta,SUPPORT,1.18,53.6,1.49,5.62,PC,Master,2020-05-24 11:59:13.886732
217,Junkrat,DAMAGE,0.71,57.89,2.66,9.53,PC,Master,2020-05-24 11:59:13.886732
218,Mei,DAMAGE,0.68,50.21,3.01,5.49,PC,Master,2020-05-24 11:59:13.886732
219,Reaper,DAMAGE,0.64,51.53,2.35,10.15,PC,Master,2020-05-24 11:59:13.886732
220,Pharah,DAMAGE,0.62,54.42,0.66,14.79,PC,Master,2020-05-24 11:59:13.886732
221,Symmetra,DAMAGE,0.49,58.76,1.94,7.7,PC,Master,2020-05-24 11:59:13.886732
222,Sombra,DAMAGE,0.44,50.0,2.8,11.51,PC,Master,2020-05-24 11:59:13.886732
223,Bastion,DAMAGE,0.14,57.84,1.92,10.93,PC,Master,2020-05-24 11:59:13.886732
224,Ana,SUPPORT,13.16,54.2,2.43,10.14,PC,Grandmaster,2020-05-24 12:00:03.487597
225,Reinhardt,TANK,10.08,55.29,2.46,7.06,PC,Grandmaster,2020-05-24 12:00:03.487597
226,Brigitte,SUPPORT,6.81,54.37,2.29,4.37,PC,Grandmaster,2020-05-24 12:00:03.487597
227,Sigma,TANK,5.92,51.74,2.64,13.2,PC,Grandmaster,2020-05-24 12:00:03.487597
228,Zarya,TANK,5.43,57.78,2.38,15.29,PC,Grandmaster,2020-05-24 12:00:03.487597
229,LÃºcio,SUPPORT,5.37,51.76,2.17,12.02,PC,Grandmaster,2020-05-24 12:00:03.487597
230,McCree,DAMAGE,4.79,51.26,1.82,7.38,PC,Grandmaster,2020-05-24 12:00:03.487597
231,Wrecking Ball,TANK,4.15,52.3,1.65,3.5,PC,Grandmaster,2020-05-24 12:00:03.487597
232,Mercy,SUPPORT,3.96,55.18,2.07,2.5,PC,Grandmaster,2020-05-24 12:00:03.487597
233,Orisa,TANK,3.85,50.63,2.4,6.79,PC,Grandmaster,2020-05-24 12:00:03.487597
234,Moira,SUPPORT,3.5,52.23,2.11,11.16,PC,Grandmaster,2020-05-24 12:00:03.487597
235,Ashe,DAMAGE,3.14,55.6,2.44,11.16,PC,Grandmaster,2020-05-24 12:00:03.487597
236,Tracer,DAMAGE,2.65,56.07,1.5,7.5,PC,Grandmaster,2020-05-24 12:00:03.487597
237,Winston,TANK,2.58,53.08,1.85,5.78,PC,Grandmaster,2020-05-24 12:00:03.487597
238,Widowmaker,DAMAGE,2.46,53.33,1.93,6.59,PC,Grandmaster,2020-05-24 12:00:03.487597
239,D.Va,TANK,2.45,52.97,1.94,5.12,PC,Grandmaster,2020-05-24 12:00:03.487597
240,Zenyatta,SUPPORT,2.35,51.38,2.36,5.51,PC,Grandmaster,2020-05-24 12:00:03.487597
241,Roadhog,TANK,2.23,51.62,1.18,8.81,PC,Grandmaster,2020-05-24 12:00:03.487597
242,Baptiste,SUPPORT,2.14,52.23,3.21,15.49,PC,Grandmaster,2020-05-24 12:00:03.487597
243,Hanzo,DAMAGE,2.01,52.23,2.76,8.86,PC,Grandmaster,2020-05-24 12:00:03.487597
244,Torbjörn,DAMAGE,1.92,52.97,2.75,5.37,PC,Grandmaster,2020-05-24 12:00:03.487597
245,Echo,DAMAGE,1.83,53.17,2.02,7.65,PC,Grandmaster,2020-05-24 12:00:03.487597
246,Genji,DAMAGE,1.39,57.2,2.1,11.76,PC,Grandmaster,2020-05-24 12:00:03.487597
247,Doomfist,DAMAGE,1.2,55.28,2.41,6.01,PC,Grandmaster,2020-05-24 12:00:03.487597
248,Soldier: 76,DAMAGE,0.97,55.56,1.64,7.63,PC,Grandmaster,2020-05-24 12:00:03.487597
249,Mei,DAMAGE,0.78,50.69,2.37,5.11,PC,Grandmaster,2020-05-24 12:00:03.487597
250,Pharah,DAMAGE,0.76,62.14,2.44,17.23,PC,Grandmaster,2020-05-24 12:00:03.487597
251,Junkrat,DAMAGE,0.72,57.72,0.73,7.28,PC,Grandmaster,2020-05-24 12:00:03.487597
252,Symmetra,DAMAGE,0.51,50.53,1.04,6.5,PC,Grandmaster,2020-05-24 12:00:03.487597
253,Sombra,DAMAGE,0.44,62.05,0.6,13.35,PC,Grandmaster,2020-05-24 12:00:03.487597
254,Bastion,DAMAGE,0.22,49.41,0.0,5.88,PC,Grandmaster,2020-05-24 12:00:03.487597
255,Reaper,DAMAGE,0.21,53.75,1.23,11.46,PC,Grandmaster,2020-05-24 12:00:03.487597
256,Reinhardt,TANK,11.08,51.65,2.49,7.18,PSN,All,2020-05-24 12:02:08.275497
257,Moira,SUPPORT,9.24,50.17,2.37,10.35,PSN,All,2020-05-24 12:02:08.275497
258,Mercy,SUPPORT,8.53,50.93,2.42,2.28,PSN,All,2020-05-24 12:02:08.275497
259,Ana,SUPPORT,6.17,48.05,2.22,8.99,PSN,All,2020-05-24 12:02:08.275497
260,LÃºcio,SUPPORT,6.06,53.1,2.0,13.32,PSN,All,2020-05-24 12:02:08.275497
261,Zarya,TANK,5.91,51.92,2.52,12.99,PSN,All,2020-05-24 12:02:08.275497
262,Ashe,DAMAGE,4.99,52.5,2.21,11.57,PSN,All,2020-05-24 12:02:08.275497
263,Roadhog,TANK,4.27,49.68,1.73,11.14,PSN,All,2020-05-24 12:02:08.275497
264,McCree,DAMAGE,3.52,48.38,1.61,9.51,PSN,All,2020-05-24 12:02:08.275497
265,D.Va,TANK,3.48,49.97,2.09,9.08,PSN,All,2020-05-24 12:02:08.275497
266,Sigma,TANK,3.32,51.2,2.38,13.36,PSN,All,2020-05-24 12:02:08.275497
267,Soldier: 76,DAMAGE,2.95,49.42,2.0,11.21,PSN,All,2020-05-24 12:02:08.275497
268,Junkrat,DAMAGE,2.88,51.89,2.63,12.34,PSN,All,2020-05-24 12:02:08.275497
269,Wrecking Ball,TANK,2.51,50.16,1.67,3.6,PSN,All,2020-05-24 12:02:08.275497
270,Orisa,TANK,2.48,51.02,1.93,8.03,PSN,All,2020-05-24 12:02:08.275497
271,Reaper,DAMAGE,2.14,50.25,1.74,14.51,PSN,All,2020-05-24 12:02:08.275497
272,Echo,DAMAGE,2.03,48.91,2.12,8.46,PSN,All,2020-05-24 12:02:08.275497
273,Pharah,DAMAGE,1.98,52.24,2.03,16.68,PSN,All,2020-05-24 12:02:08.275497
274,Genji,DAMAGE,1.96,48.38,1.84,10.52,PSN,All,2020-05-24 12:02:08.275497
275,Brigitte,SUPPORT,1.79,56.47,1.62,8.23,PSN,All,2020-05-24 12:02:08.275497
276,Baptiste,SUPPORT,1.59,45.91,2.61,11.67,PSN,All,2020-05-24 12:02:08.275497
277,Tracer,DAMAGE,1.52,48.94,1.23,8.85,PSN,All,2020-05-24 12:02:08.275497
278,Zenyatta,SUPPORT,1.36,51.81,1.75,9.58,PSN,All,2020-05-24 12:02:08.275497
279,Winston,TANK,1.25,47.7,1.56,5.79,PSN,All,2020-05-24 12:02:08.275497
280,Torbjörn,DAMAGE,1.19,56.63,2.71,8.79,PSN,All,2020-05-24 12:02:08.275497
281,Doomfist,DAMAGE,1.12,51.64,1.79,7.44,PSN,All,2020-05-24 12:02:08.275497
282,Hanzo,DAMAGE,1.05,46.65,2.1,10.78,PSN,All,2020-05-24 12:02:08.275497
283,Widowmaker,DAMAGE,0.9,48.87,1.43,7.29,PSN,All,2020-05-24 12:02:08.275497
284,Sombra,DAMAGE,0.87,46.69,1.75,14.27,PSN,All,2020-05-24 12:02:08.275497
285,Symmetra,DAMAGE,0.74,57.27,2.88,9.83,PSN,All,2020-05-24 12:02:08.275497
286,Mei,DAMAGE,0.73,47.14,2.26,7.59,PSN,All,2020-05-24 12:02:08.275497
287,Bastion,DAMAGE,0.41,53.99,2.46,16.07,PSN,All,2020-05-24 12:02:08.275497
288,Moira,SUPPORT,9.05,47.87,2.02,9.04,PSN,Bronze,2020-05-24 12:02:51.712087
289,Mercy,SUPPORT,8.67,45.4,2.71,1.13,PSN,Bronze,2020-05-24 12:02:51.712087
290,LÃºcio,SUPPORT,6.83,49.95,2.19,11.46,PSN,Bronze,2020-05-24 12:02:51.712087
291,D.Va,TANK,6.77,47.54,1.93,7.56,PSN,Bronze,2020-05-24 12:02:51.712087
292,Reinhardt,TANK,6.61,46.87,2.27,5.4,PSN,Bronze,2020-05-24 12:02:51.712087
293,Ana,SUPPORT,5.32,43.05,1.96,5.75,PSN,Bronze,2020-05-24 12:02:51.712087
294,Orisa,TANK,4.99,48.05,2.61,6.48,PSN,Bronze,2020-05-24 12:02:51.712087
295,Junkrat,DAMAGE,4.49,46.58,2.47,11.46,PSN,Bronze,2020-05-24 12:02:51.712087
296,Soldier: 76,DAMAGE,3.79,47.45,2.07,11.28,PSN,Bronze,2020-05-24 12:02:51.712087
297,Sigma,TANK,3.75,48.94,1.57,8.33,PSN,Bronze,2020-05-24 12:02:51.712087
298,Ashe,DAMAGE,3.57,47.57,2.19,8.43,PSN,Bronze,2020-05-24 12:02:51.712087
299,Zarya,TANK,3.47,46.76,1.5,7.95,PSN,Bronze,2020-05-24 12:02:51.712087
300,Reaper,DAMAGE,3.25,45.33,1.2,14.1,PSN,Bronze,2020-05-24 12:02:51.712087
301,Brigitte,SUPPORT,2.87,51.04,1.59,7.8,PSN,Bronze,2020-05-24 12:02:51.712087
302,Echo,DAMAGE,2.53,45.14,1.8,6.44,PSN,Bronze,2020-05-24 12:02:51.712087
303,Roadhog,TANK,2.26,40.24,2.59,6.71,PSN,Bronze,2020-05-24 12:02:51.712087
304,Pharah,DAMAGE,1.91,46.21,1.02,8.72,PSN,Bronze,2020-05-24 12:02:51.712087
305,McCree,DAMAGE,1.9,46.9,0.68,8.3,PSN,Bronze,2020-05-24 12:02:51.712087
306,Baptiste,SUPPORT,1.77,41.51,2.21,7.12,PSN,Bronze,2020-05-24 12:02:51.712087
307,Mei,DAMAGE,1.65,49.4,1.58,7.98,PSN,Bronze,2020-05-24 12:02:51.712087
308,Wrecking Ball,TANK,1.6,38.68,0.82,2.48,PSN,Bronze,2020-05-24 12:02:51.712087
309,Zenyatta,SUPPORT,1.55,43.4,1.26,8.22,PSN,Bronze,2020-05-24 12:02:51.712087
310,Symmetra,DAMAGE,1.53,59.21,2.98,8.44,PSN,Bronze,2020-05-24 12:02:51.712087
311,Sombra,DAMAGE,1.38,40.58,2.36,8.99,PSN,Bronze,2020-05-24 12:02:51.712087
312,Tracer,DAMAGE,1.36,40.29,0.96,6.26,PSN,Bronze,2020-05-24 12:02:51.712087
313,Genji,DAMAGE,1.12,42.86,1.75,5.52,PSN,Bronze,2020-05-24 12:02:51.712087
314,Winston,TANK,1.11,41.67,1.18,3.1,PSN,Bronze,2020-05-24 12:02:51.712087
315,Bastion,DAMAGE,1.11,53.99,4.12,15.06,PSN,Bronze,2020-05-24 12:02:51.712087
316,Torbjörn,DAMAGE,1.1,49.7,2.37,9.44,PSN,Bronze,2020-05-24 12:02:51.712087
317,Hanzo,DAMAGE,0.98,47.62,2.65,7.59,PSN,Bronze,2020-05-24 12:02:51.712087
318,Widowmaker,DAMAGE,0.95,35.21,2.07,3.86,PSN,Bronze,2020-05-24 12:02:51.712087
319,Doomfist,DAMAGE,0.76,43.36,2.59,5.54,PSN,Bronze,2020-05-24 12:02:51.712087
320,Moira,SUPPORT,10.2,49.21,2.43,9.9,PSN,Silver,2020-05-24 12:03:35.180973
321,Reinhardt,TANK,9.39,50.06,2.09,6.31,PSN,Silver,2020-05-24 12:03:35.180973
322,Mercy,SUPPORT,7.75,47.34,2.42,1.72,PSN,Silver,2020-05-24 12:03:35.180973
323,LÃºcio,SUPPORT,6.51,51.11,2.08,12.33,PSN,Silver,2020-05-24 12:03:35.180973
324,D.Va,TANK,5.43,46.31,1.92,8.14,PSN,Silver,2020-05-24 12:03:35.180973
325,Zarya,TANK,4.91,48.66,2.23,9.31,PSN,Silver,2020-05-24 12:03:35.180973
326,Ana,SUPPORT,4.82,44.05,2.41,7.42,PSN,Silver,2020-05-24 12:03:35.180973
327,Junkrat,DAMAGE,4.72,49.35,2.15,12.06,PSN,Silver,2020-05-24 12:03:35.180973
328,Orisa,TANK,3.65,47.52,2.44,6.63,PSN,Silver,2020-05-24 12:03:35.180973
329,Sigma,TANK,3.47,50.45,3.08,10.93,PSN,Silver,2020-05-24 12:03:35.180973
330,Ashe,DAMAGE,3.4,47.89,1.65,8.14,PSN,Silver,2020-05-24 12:03:35.180973
331,Reaper,DAMAGE,3.39,48.62,1.94,14.23,PSN,Silver,2020-05-24 12:03:35.180973
332,Soldier: 76,DAMAGE,3.26,46.6,1.51,10.97,PSN,Silver,2020-05-24 12:03:35.180973
333,Roadhog,TANK,3.24,46.7,1.95,8.87,PSN,Silver,2020-05-24 12:03:35.180973
334,McCree,DAMAGE,2.67,46.11,1.85,8.22,PSN,Silver,2020-05-24 12:03:35.180973
335,Echo,DAMAGE,1.94,44.06,2.18,6.91,PSN,Silver,2020-05-24 12:03:35.180973
336,Wrecking Ball,TANK,1.92,44.94,1.35,3.16,PSN,Silver,2020-05-24 12:03:35.180973
337,Pharah,DAMAGE,1.74,45.5,2.12,11.5,PSN,Silver,2020-05-24 12:03:35.180973
338,Brigitte,SUPPORT,1.72,54.52,1.04,8.18,PSN,Silver,2020-05-24 12:03:35.180973
339,Genji,DAMAGE,1.68,47.59,1.79,7.69,PSN,Silver,2020-05-24 12:03:35.180973
340,Zenyatta,SUPPORT,1.57,49.15,2.45,9.54,PSN,Silver,2020-05-24 12:03:35.180973
341,Winston,TANK,1.55,47.66,1.94,4.44,PSN,Silver,2020-05-24 12:03:35.180973
342,Torbjörn,DAMAGE,1.52,57.33,2.52,10.5,PSN,Silver,2020-05-24 12:03:35.180973
343,Baptiste,SUPPORT,1.51,40.22,2.36,10.01,PSN,Silver,2020-05-24 12:03:35.180973
344,Tracer,DAMAGE,1.3,46.19,1.59,7.64,PSN,Silver,2020-05-24 12:03:35.180973
345,Hanzo,DAMAGE,1.17,45.75,2.34,9.82,PSN,Silver,2020-05-24 12:03:35.180973
346,Mei,DAMAGE,1.13,46.43,1.81,8.32,PSN,Silver,2020-05-24 12:03:35.180973
347,Symmetra,DAMAGE,1.05,60.05,2.61,10.18,PSN,Silver,2020-05-24 12:03:35.180973
348,Sombra,DAMAGE,1.0,43.04,2.6,12.66,PSN,Silver,2020-05-24 12:03:35.180973
349,Doomfist,DAMAGE,0.88,50.96,2.03,5.97,PSN,Silver,2020-05-24 12:03:35.180973
350,Bastion,DAMAGE,0.84,52.52,2.3,15.69,PSN,Silver,2020-05-24 12:03:35.180973
351,Widowmaker,DAMAGE,0.68,46.49,2.62,4.59,PSN,Silver,2020-05-24 12:03:35.180973
352,Reinhardt,TANK,11.1,50.23,2.54,6.93,PSN,Gold,2020-05-24 12:04:19.077353
353,Moira,SUPPORT,9.68,49.06,2.42,10.3,PSN,Gold,2020-05-24 12:04:19.077353
354,Mercy,SUPPORT,7.69,48.94,2.59,2.02,PSN,Gold,2020-05-24 12:04:19.077353
355,Ana,SUPPORT,6.16,45.84,2.17,8.46,PSN,Gold,2020-05-24 12:04:19.077353
356,LÃºcio,SUPPORT,6.06,52.26,2.03,13.27,PSN,Gold,2020-05-24 12:04:19.077353
357,Zarya,TANK,5.82,49.56,2.46,11.67,PSN,Gold,2020-05-24 12:04:19.077353
358,D.Va,TANK,4.3,49.96,2.4,8.99,PSN,Gold,2020-05-24 12:04:19.077353
359,Ashe,DAMAGE,4.22,50.94,1.92,9.4,PSN,Gold,2020-05-24 12:04:19.077353
360,Junkrat,DAMAGE,3.77,49.52,2.44,12.61,PSN,Gold,2020-05-24 12:04:19.077353
361,Roadhog,TANK,3.53,46.07,1.57,9.73,PSN,Gold,2020-05-24 12:04:19.077353
362,Sigma,TANK,3.28,49.94,2.41,12.64,PSN,Gold,2020-05-24 12:04:19.077353
363,Soldier: 76,DAMAGE,3.1,48.22,2.14,10.9,PSN,Gold,2020-05-24 12:04:19.077353
364,McCree,DAMAGE,2.88,45.23,1.65,8.4,PSN,Gold,2020-05-24 12:04:19.077353
365,Orisa,TANK,2.61,49.5,2.1,7.78,PSN,Gold,2020-05-24 12:04:19.077353
366,Reaper,DAMAGE,2.57,49.11,1.91,14.58,PSN,Gold,2020-05-24 12:04:19.077353
367,Wrecking Ball,TANK,2.56,48.74,1.86,3.4,PSN,Gold,2020-05-24 12:04:19.077353
368,Echo,DAMAGE,2.05,47.33,2.01,7.99,PSN,Gold,2020-05-24 12:04:19.077353
369,Genji,DAMAGE,2.01,47.35,2.07,9.88,PSN,Gold,2020-05-24 12:04:19.077353
370,Pharah,DAMAGE,1.81,51.44,1.76,14.91,PSN,Gold,2020-05-24 12:04:19.077353
371,Zenyatta,SUPPORT,1.75,51.08,1.68,9.79,PSN,Gold,2020-05-24 12:04:19.077353
372,Baptiste,SUPPORT,1.75,44.33,2.3,11.0,PSN,Gold,2020-05-24 12:04:19.077353
373,Brigitte,SUPPORT,1.68,55.45,1.75,8.93,PSN,Gold,2020-05-24 12:04:19.077353
374,Winston,TANK,1.43,47.59,1.87,5.4,PSN,Gold,2020-05-24 12:04:19.077353
375,Tracer,DAMAGE,1.4,46.39,1.47,8.33,PSN,Gold,2020-05-24 12:04:19.077353
376,Torbjörn,DAMAGE,1.32,55.96,2.82,8.99,PSN,Gold,2020-05-24 12:04:19.077353
377,Hanzo,DAMAGE,0.98,44.52,2.07,9.6,PSN,Gold,2020-05-24 12:04:19.077353
378,Doomfist,DAMAGE,0.93,49.16,1.74,7.32,PSN,Gold,2020-05-24 12:04:19.077353
379,Symmetra,DAMAGE,0.83,55.63,3.11,9.83,PSN,Gold,2020-05-24 12:04:19.077353
380,Sombra,DAMAGE,0.83,44.55,1.43,13.94,PSN,Gold,2020-05-24 12:04:19.077353
381,Mei,DAMAGE,0.8,46.59,2.42,8.17,PSN,Gold,2020-05-24 12:04:19.077353
382,Widowmaker,DAMAGE,0.6,48.44,1.32,6.07,PSN,Gold,2020-05-24 12:04:19.077353
383,Bastion,DAMAGE,0.51,51.54,2.82,16.06,PSN,Gold,2020-05-24 12:04:19.077353
384,Reinhardt,TANK,11.18,51.48,2.54,7.48,PSN,Platinum,2020-05-24 12:05:02.950351
385,Moira,SUPPORT,9.45,50.12,2.45,10.65,PSN,Platinum,2020-05-24 12:05:02.950351
386,Mercy,SUPPORT,8.19,51.03,2.53,2.4,PSN,Platinum,2020-05-24 12:05:02.950351
387,Ana,SUPPORT,6.77,48.38,2.37,9.37,PSN,Platinum,2020-05-24 12:05:02.950351
388,LÃºcio,SUPPORT,6.28,53.1,1.94,13.57,PSN,Platinum,2020-05-24 12:05:02.950351
389,Zarya,TANK,6.18,52.18,2.58,13.4,PSN,Platinum,2020-05-24 12:05:02.950351
390,Ashe,DAMAGE,5.05,52.67,2.36,11.32,PSN,Platinum,2020-05-24 12:05:02.950351
391,Roadhog,TANK,4.36,49.49,1.8,11.83,PSN,Platinum,2020-05-24 12:05:02.950351
392,McCree,DAMAGE,3.73,49.01,1.65,9.67,PSN,Platinum,2020-05-24 12:05:02.950351
393,Sigma,TANK,3.23,51.41,2.46,14.31,PSN,Platinum,2020-05-24 12:05:02.950351
